,Pclass,Sex,Age,Fare,Cabin,Prefix,Q,S,Family
554,3,1,22.0,7.775,0,1,0,1,1
555,1,0,62.0,26.55,0,0,0,1,1
556,1,1,48.0,39.6,1,3,0,0,2
557,1,0,38.233440860215055,227.525,0,0,0,0,1
558,1,1,39.0,79.65,1,2,0,1,3
559,3,1,36.0,17.4,0,2,0,1,2
560,3,0,25.14061971830986,7.75,0,0,1,0,1
561,3,0,40.0,7.8958,0,0,0,1,1
562,2,0,28.0,13.5,0,0,0,1,1
563,3,0,25.14061971830986,8.05,0,0,0,1,1
564,3,1,25.14061971830986,8.05,0,1,0,1,1
565,3,0,24.0,24.15,0,0,0,1,3
566,3,0,19.0,7.8958,0,0,0,1,1
567,3,1,29.0,21.075,0,2,0,1,5
568,3,0,25.14061971830986,7.2292,0,0,0,0,1
569,3,0,32.0,7.8542,0,0,0,1,1
570,2,0,62.0,10.5,0,0,0,1,1
571,1,1,53.0,51.4792,1,2,0,1,3
572,1,0,36.0,26.3875,1,0,0,1,1
573,3,1,25.14061971830986,7.75,0,1,1,0,1
574,3,0,16.0,8.05,0,0,0,1,1
575,3,0,19.0,14.5,0,0,0,1,1
576,2,1,34.0,13.0,0,1,0,1,1
577,1,1,39.0,55.9,1,2,0,1,2
578,3,1,25.14061971830986,14.4583,0,2,0,0,2
579,3,0,32.0,7.925,0,0,0,1,1
580,2,1,25.0,30.0,0,1,0,1,3
581,1,1,39.0,110.8833,1,2,0,0,3
582,2,0,54.0,26.0,0,0,0,1,1
583,1,0,36.0,40.125,1,0,0,0,1
584,3,0,25.14061971830986,8.7125,0,0,0,0,1
585,1,1,18.0,79.65,1,1,0,1,3
586,2,0,47.0,15.0,0,0,0,1,1
587,1,0,60.0,79.2,1,0,0,0,3
588,3,0,22.0,8.05,0,0,0,1,1
589,3,0,25.14061971830986,8.05,0,0,0,1,1
590,3,0,35.0,7.125,0,0,0,1,1
591,1,1,52.0,78.2667,1,2,0,0,2
592,3,0,47.0,7.25,0,0,0,1,1
593,3,1,25.14061971830986,7.75,0,1,1,0,3
594,2,0,37.0,26.0,0,0,0,1,2
595,3,0,36.0,24.15,0,0,0,1,3
596,2,1,29.87763005780347,33.0,0,1,0,1,1
597,3,0,49.0,0.0,0,0,0,1,1
598,3,0,25.14061971830986,7.225,0,0,0,0,1
599,1,0,49.0,56.9292,1,3,0,0,2
600,2,1,24.0,27.0,0,2,0,1,4
601,3,0,25.14061971830986,7.8958,0,0,0,1,1
602,1,0,38.233440860215055,42.4,0,0,0,1,1
603,3,0,44.0,8.05,0,0,0,1,1
604,1,0,35.0,26.55,0,0,0,0,1
605,3,0,36.0,15.55,0,0,0,1,2
606,3,0,30.0,7.8958,0,0,0,1,1
607,1,0,27.0,30.5,0,0,0,1,1
608,2,1,22.0,41.5792,0,2,0,0,4
609,1,1,40.0,153.4625,1,1,0,1,1
610,3,1,39.0,31.275,0,2,0,1,7
611,3,0,25.14061971830986,7.05,0,0,0,1,1
612,3,1,25.14061971830986,15.5,0,1,1,0,2
613,3,0,25.14061971830986,7.75,0,0,1,0,1
614,3,0,35.0,8.05,0,0,0,1,1
615,2,1,24.0,65.0,0,1,0,1,4
616,3,0,34.0,14.4,0,0,0,1,3
617,3,1,26.0,16.1,0,2,0,1,2
618,2,1,4.0,39.0,1,1,0,1,4
619,2,0,26.0,10.5,0,0,0,1,1
620,3,0,27.0,14.4542,0,0,0,0,2
621,1,0,42.0,52.5542,1,0,0,1,2
622,3,0,20.0,15.7417,0,0,0,0,3
623,3,0,21.0,7.8542,0,0,0,1,1
624,3,0,21.0,16.1,0,0,0,1,1
625,1,0,61.0,32.3208,1,0,0,1,1
626,2,0,57.0,12.35,0,3,1,0,1
627,1,1,21.0,77.9583,1,1,0,1,1
628,3,0,26.0,7.8958,0,0,0,1,1
629,3,0,25.14061971830986,7.7333,0,0,1,0,1
630,1,0,80.0,30.0,1,0,0,1,1
631,3,0,51.0,7.0542,0,0,0,1,1
632,1,0,32.0,30.5,1,3,0,0,1
633,1,0,38.233440860215055,0.0,0,0,0,1,1
634,3,1,9.0,27.9,0,1,0,1,6
635,2,1,28.0,13.0,0,1,0,1,1
636,3,0,32.0,7.925,0,0,0,1,1
637,2,0,31.0,26.25,0,0,0,1,3
638,3,1,41.0,39.6875,0,2,0,1,6
639,3,0,25.14061971830986,16.1,0,0,0,1,2
640,3,0,20.0,7.8542,0,0,0,1,1
641,1,1,24.0,69.3,1,1,0,0,1
642,3,1,2.0,27.9,0,1,0,1,6
643,3,0,25.14061971830986,56.4958,0,0,0,1,1
644,3,1,0.75,19.2583,0,1,0,0,4
645,1,0,48.0,76.7292,1,0,0,0,2
646,3,0,19.0,7.8958,0,0,0,1,1
647,1,0,56.0,35.5,1,3,0,0,1
648,3,0,25.14061971830986,7.55,0,0,0,1,1
649,3,1,23.0,7.55,0,1,0,1,1
650,3,0,25.14061971830986,7.8958,0,0,0,1,1
651,2,1,18.0,23.0,0,1,0,1,2
652,3,0,21.0,8.4333,0,0,0,1,1
653,3,1,25.14061971830986,7.8292,0,1,1,0,1
654,3,1,18.0,6.75,0,1,1,0,1
655,2,0,24.0,73.5,0,0,0,1,3
656,3,0,25.14061971830986,7.8958,0,0,0,1,1
657,3,1,32.0,15.5,0,2,1,0,3
658,2,0,23.0,13.0,0,0,0,1,1
659,1,0,58.0,113.275,1,0,0,0,3
660,1,0,50.0,133.65,0,3,0,1,3
661,3,0,40.0,7.225,0,0,0,0,1
662,1,0,47.0,25.5875,1,0,0,1,1
663,3,0,36.0,7.4958,0,0,0,1,1
664,3,0,20.0,7.925,0,0,0,1,2
665,2,0,32.0,73.5,0,0,0,1,3
666,2,0,25.0,13.0,0,0,0,1,1
667,3,0,25.14061971830986,7.775,0,0,0,1,1
668,3,0,43.0,8.05,0,0,0,1,1
669,1,1,38.233440860215055,52.0,1,2,0,1,2
670,2,1,40.0,39.0,0,2,0,1,3
671,1,0,31.0,52.0,1,0,0,1,2
672,2,0,70.0,10.5,0,0,0,1,1
673,2,0,31.0,13.0,0,0,0,1,1
674,2,0,29.87763005780347,0.0,0,0,0,1,1
675,3,0,18.0,7.775,0,0,0,1,1
676,3,0,24.5,8.05,0,0,0,1,1
677,3,1,18.0,9.8417,0,1,0,1,1
678,3,1,43.0,46.9,0,2,0,1,8
679,1,0,36.0,512.3292,1,0,0,0,2
680,3,1,25.14061971830986,8.1375,0,1,1,0,1
681,1,0,27.0,76.7292,1,0,0,0,1
682,3,0,20.0,9.225,0,0,0,1,1
683,3,0,14.0,46.9,0,0,0,1,8
684,2,0,60.0,39.0,0,0,0,1,3
685,2,0,25.0,41.5792,0,0,0,0,4
686,3,0,14.0,39.6875,0,0,0,1,6
687,3,0,19.0,10.1708,0,0,0,1,1
688,3,0,18.0,7.7958,0,0,0,1,1
689,1,1,15.0,211.3375,1,1,0,1,2
690,1,0,31.0,57.0,1,0,0,1,2
691,3,1,4.0,13.4167,0,1,0,0,2
692,3,0,25.14061971830986,56.4958,0,0,0,1,1
693,3,0,25.0,7.225,0,0,0,0,1
694,1,0,60.0,26.55,0,3,0,1,1
695,2,0,52.0,13.5,0,0,0,1,1
696,3,0,44.0,8.05,0,0,0,1,1
697,3,1,25.14061971830986,7.7333,0,1,1,0,1
698,1,0,49.0,110.8833,1,0,0,0,3
699,3,0,42.0,7.65,1,0,0,1,1
700,1,1,18.0,227.525,1,2,0,0,2
701,1,0,35.0,26.2875,1,0,0,1,1
702,3,1,18.0,14.4542,0,1,0,0,2
703,3,0,25.0,7.7417,0,0,1,0,1
704,3,0,26.0,7.8542,0,0,0,1,2
705,2,0,39.0,26.0,0,0,0,1,1
706,2,1,45.0,13.5,0,2,0,1,1
707,1,0,42.0,26.2875,1,0,0,1,1
708,1,1,22.0,151.55,0,1,0,1,1
709,3,0,25.14061971830986,15.2458,0,0,0,0,3
710,1,1,24.0,49.5042,1,1,0,0,1
711,1,0,38.233440860215055,26.55,1,0,0,1,1
712,1,0,48.0,52.0,1,0,0,1,2
713,3,0,29.0,9.4833,0,0,0,1,1
714,2,0,52.0,13.0,0,0,0,1,1
715,3,0,19.0,7.65,1,0,0,1,1
716,1,1,38.0,227.525,1,1,0,0,1
717,2,1,27.0,10.5,1,1,0,1,1
718,3,0,25.14061971830986,15.5,0,0,1,0,1
719,3,0,33.0,7.775,0,0,0,1,1
720,2,1,6.0,33.0,0,1,0,1,2
721,3,0,17.0,7.0542,0,0,0,1,2
722,2,0,34.0,13.0,0,0,0,1,1
723,2,0,50.0,13.0,0,0,0,1,1
724,1,0,27.0,53.1,1,0,0,1,2
725,3,0,20.0,8.6625,0,0,0,1,1
726,2,1,30.0,21.0,0,2,0,1,4
727,3,1,25.14061971830986,7.7375,0,1,1,0,1
728,2,0,25.0,26.0,0,0,0,1,2
729,3,1,25.0,7.925,0,1,0,1,2
730,1,1,29.0,211.3375,1,1,0,1,1
731,3,0,11.0,18.7875,0,0,0,0,1
732,2,0,29.87763005780347,0.0,0,0,0,1,1
733,2,0,23.0,13.0,0,0,0,1,1
734,2,0,23.0,13.0,0,0,0,1,1
735,3,0,28.5,16.1,0,0,0,1,1
736,3,1,48.0,34.375,0,2,0,1,5
737,1,0,35.0,512.3292,1,0,0,0,1
738,3,0,25.14061971830986,7.8958,0,0,0,1,1
739,3,0,25.14061971830986,7.8958,0,0,0,1,1
740,1,0,38.233440860215055,30.0,1,0,0,1,1
741,1,0,36.0,78.85,1,0,0,1,2
742,1,1,21.0,262.375,1,1,0,0,5
743,3,0,24.0,16.1,0,0,0,1,2
744,3,0,31.0,7.925,0,0,0,1,1
745,1,0,70.0,71.0,1,3,0,1,3
746,3,0,16.0,20.25,0,0,0,1,3
747,2,1,30.0,13.0,0,1,0,1,1
748,1,0,19.0,53.1,1,0,0,1,2
749,3,0,31.0,7.75,0,0,1,0,1
750,2,1,4.0,23.0,0,1,0,1,3
751,3,0,6.0,12.475,1,0,0,1,2
752,3,0,33.0,9.5,0,0,0,1,1
753,3,0,23.0,7.8958,0,0,0,1,1
754,2,1,48.0,65.0,0,2,0,1,4
755,2,0,0.67,14.5,0,0,0,1,3
756,3,0,28.0,7.7958,0,0,0,1,1
757,2,0,18.0,11.5,0,0,0,1,1
758,3,0,34.0,8.05,0,0,0,1,1
759,1,1,33.0,86.5,1,3,0,1,1
760,3,0,25.14061971830986,14.5,0,0,0,1,1
761,3,0,41.0,7.125,0,0,0,1,1
762,3,0,20.0,7.2292,0,0,0,0,1
763,1,1,36.0,120.0,1,2,0,1,4
764,3,0,16.0,7.775,0,0,0,1,1
765,1,1,51.0,77.9583,1,2,0,1,2
766,1,0,38.233440860215055,39.6,0,3,0,0,1
767,3,1,30.5,7.75,0,1,1,0,1
768,3,0,25.14061971830986,24.15,0,0,1,0,2
769,3,0,32.0,8.3625,0,0,0,1,1
770,3,0,24.0,9.5,0,0,0,1,1
771,3,0,48.0,7.8542,0,0,0,1,1
772,2,1,57.0,10.5,1,2,0,1,1
773,3,0,25.14061971830986,7.225,0,0,0,0,1
774,2,1,54.0,23.0,0,2,0,1,5
775,3,0,18.0,7.75,0,0,0,1,1
776,3,0,25.14061971830986,7.75,1,0,1,0,1
777,3,1,5.0,12.475,0,1,0,1,1
778,3,0,25.14061971830986,7.7375,0,0,1,0,1
779,1,1,43.0,211.3375,1,2,0,1,2
780,3,1,13.0,7.2292,0,1,0,0,1
781,1,1,17.0,57.0,1,2,0,1,2
782,1,0,29.0,30.0,1,0,0,1,1
783,3,0,25.14061971830986,23.45,0,0,0,1,4
784,3,0,25.0,7.05,0,0,0,1,1
785,3,0,25.0,7.25,0,0,0,1,1
786,3,1,18.0,7.4958,0,1,0,1,1
787,3,0,8.0,29.125,0,0,1,0,6
788,3,0,1.0,20.575,0,0,0,1,4
789,1,0,46.0,79.2,1,0,0,0,1
790,3,0,25.14061971830986,7.75,0,0,1,0,1
791,2,0,16.0,26.0,0,0,0,1,1
792,3,1,25.14061971830986,69.55,0,1,0,1,11
793,1,0,38.233440860215055,30.6958,0,0,0,0,1
794,3,0,25.0,7.8958,0,0,0,1,1
795,2,0,39.0,13.0,0,0,0,1,1
796,1,1,49.0,25.9292,1,3,0,1,1
797,3,1,31.0,8.6833,0,2,0,1,1
798,3,0,30.0,7.2292,0,0,0,0,1
799,3,1,30.0,24.15,0,2,0,1,3
800,2,0,34.0,13.0,0,0,0,1,1
801,2,1,31.0,26.25,0,2,0,1,3
802,1,0,11.0,120.0,1,0,0,1,4
803,3,0,0.42,8.5167,0,0,0,0,2
804,3,0,27.0,6.975,0,0,0,1,1
805,3,0,31.0,7.775,0,0,0,1,1
806,1,0,39.0,0.0,1,0,0,1,1
807,3,1,18.0,7.775,0,1,0,1,1
808,2,0,39.0,13.0,0,0,0,1,1
809,1,1,33.0,53.1,1,2,0,1,2
810,3,0,26.0,7.8875,0,0,0,1,1
811,3,0,39.0,24.15,0,0,0,1,1
812,2,0,35.0,10.5,0,0,0,1,1
813,3,1,6.0,31.275,0,1,0,1,7
814,3,0,30.5,8.05,0,0,0,1,1
815,1,0,38.233440860215055,0.0,1,0,0,1,1
816,3,1,23.0,7.925,0,1,0,1,1
817,2,0,31.0,37.0042,0,0,0,0,3
818,3,0,43.0,6.45,0,0,0,1,1
819,3,0,10.0,27.9,0,0,0,1,6
820,1,1,52.0,93.5,1,2,0,1,3
821,3,0,27.0,8.6625,0,0,0,1,1
822,1,0,38.0,0.0,0,3,0,1,1
823,3,1,27.0,12.475,1,2,0,1,2
824,3,0,2.0,39.6875,0,0,0,1,6
825,3,0,25.14061971830986,6.95,0,0,1,0,1
826,3,0,25.14061971830986,56.4958,0,0,0,1,1
827,2,0,1.0,37.0042,0,0,0,0,3
828,3,0,25.14061971830986,7.75,0,0,1,0,1
829,1,1,62.0,80.0,1,2,0,0,1
830,3,1,15.0,14.4542,0,2,0,0,2
831,2,0,0.83,18.75,0,0,0,1,3
832,3,0,25.14061971830986,7.2292,0,0,0,0,1
833,3,0,23.0,7.8542,0,0,0,1,1
834,3,0,18.0,8.3,0,0,0,1,1
835,1,1,39.0,83.1583,1,1,0,0,3
836,3,0,21.0,8.6625,0,0,0,1,1
837,3,0,25.14061971830986,8.05,0,0,0,1,1
838,3,0,32.0,56.4958,0,0,0,1,1
839,1,0,38.233440860215055,29.7,1,0,0,0,1
840,3,0,20.0,7.925,0,0,0,1,1
841,2,0,16.0,10.5,0,0,0,1,1
842,1,1,30.0,31.0,0,1,0,0,1
843,3,0,34.5,6.4375,0,0,0,0,1
844,3,0,17.0,8.6625,0,0,0,1,1
845,3,0,42.0,7.55,0,0,0,1,1
846,3,0,25.14061971830986,69.55,0,0,0,1,11
847,3,0,35.0,7.8958,0,0,0,0,1
848,2,0,28.0,33.0,0,3,0,1,2
849,1,1,38.233440860215055,89.1042,1,2,0,0,2
850,3,0,4.0,31.275,0,0,0,1,7
851,3,0,74.0,7.775,0,0,0,1,1
852,3,1,9.0,15.2458,0,1,0,0,3
853,1,1,16.0,39.4,1,1,0,1,2
854,2,1,44.0,26.0,0,2,0,1,2
855,3,1,18.0,9.35,0,2,0,1,2
856,1,1,45.0,164.8667,0,2,0,1,3
857,1,0,51.0,26.55,1,0,0,1,1
858,3,1,24.0,19.2583,0,2,0,0,4
859,3,0,25.14061971830986,7.2292,0,0,0,0,1
860,3,0,41.0,14.1083,0,0,0,1,3
861,2,0,21.0,11.5,0,0,0,1,2
862,1,1,48.0,25.9292,1,2,0,1,1
863,3,1,25.14061971830986,69.55,0,1,0,1,11
864,2,0,24.0,13.0,0,0,0,1,1
865,2,1,42.0,13.0,0,2,0,1,1
866,2,1,27.0,13.8583,0,1,0,0,2
867,1,0,31.0,50.4958,1,0,0,1,1
868,3,0,25.14061971830986,9.5,0,0,0,1,1
869,3,0,4.0,11.1333,0,0,0,1,3
870,3,0,26.0,7.8958,0,0,0,1,1
871,1,1,47.0,52.5542,1,2,0,1,3
872,1,0,33.0,5.0,1,0,0,1,1
873,3,0,47.0,9.0,0,0,0,1,1
874,2,1,28.0,24.0,0,2,0,0,2
875,3,1,15.0,7.225,0,1,0,0,1
876,3,0,20.0,9.8458,0,0,0,1,1
877,3,0,19.0,7.8958,0,0,0,1,1
878,3,0,25.14061971830986,7.8958,0,0,0,1,1
879,1,1,56.0,83.1583,1,2,0,0,2
880,2,1,25.0,26.0,0,2,0,1,2
881,3,0,33.0,7.8958,0,0,0,1,1
882,3,1,22.0,10.5167,0,1,0,1,1
883,2,0,28.0,10.5,0,0,0,1,1
884,3,0,25.0,7.05,0,0,0,1,1
885,3,1,39.0,29.125,0,2,1,0,6
886,2,0,27.0,13.0,0,3,0,1,1
887,1,1,19.0,30.0,1,1,0,1,1
888,3,1,25.14061971830986,23.45,0,1,0,1,4
889,1,0,26.0,30.0,1,0,0,0,1
890,3,0,32.0,7.75,0,0,1,0,1
